Measure,region_from,region_to,Measure_Type,value,Base_Region,Sample_ID
entropy_kozachenko,entorhinal,entorhinal,Single-process,1.389194845002061,entorhinal,298051
AIS_kraskov,entorhinal,entorhinal,Single-process,0.08685202147301219,entorhinal,298051
je_kozachenko,lateraloccipital,entorhinal,Pairwise,2.803319623726584,,298051
si_kozachenko_k-1,lateraloccipital,entorhinal,Pairwise,0.03804989292832195,,298051
mi_kraskov_NN-4,lateraloccipital,entorhinal,Pairwise,0.01747958835115071,,298051
tlmi_kraskov_NN-4,lateraloccipital,entorhinal,Pairwise,-0.009629165943895401,,298051
di_kozachenko,lateraloccipital,entorhinal,Pairwise,-0.3100572164058075,,298051
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,entorhinal,Pairwise,0.00039063607157115106,,298051
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,entorhinal,Pairwise,-0.008429032376062295,,298051
ce_kozachenko,lateraloccipital,entorhinal,Pairwise,1.3737540311896947,,298051
cce_kozachenko,lateraloccipital,entorhinal,Pairwise,7.20600407069151,,298051
entropy_kozachenko,supramarginal,supramarginal,Single-process,1.4691737076077533,supramarginal,298051
AIS_kraskov,supramarginal,supramarginal,Single-process,0.5462076044905642,supramarginal,298051
je_kozachenko,lateraloccipital,supramarginal,Pairwise,2.8464472859855303,,298051
si_kozachenko_k-1,lateraloccipital,supramarginal,Pairwise,0.10019724936461438,,298051
mi_kraskov_NN-4,lateraloccipital,supramarginal,Pairwise,0.018610957046995225,,298051
tlmi_kraskov_NN-4,lateraloccipital,supramarginal,Pairwise,0.02895389943992832,,298051
di_kozachenko,lateraloccipital,supramarginal,Pairwise,0.4681407973354714,,298051
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,supramarginal,Pairwise,0.003504181473213564,,298051
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,supramarginal,Pairwise,-0.008582969288054132,,298051
ce_kozachenko,lateraloccipital,supramarginal,Pairwise,1.416870269870468,,298051
cce_kozachenko,lateraloccipital,supramarginal,Pairwise,5.130156579936601,,298051
entropy_kozachenko,superiorfrontal,superiorfrontal,Single-process,1.4156349079673545,superiorfrontal,298051
AIS_kraskov,superiorfrontal,superiorfrontal,Single-process,0.12957937722224777,superiorfrontal,298051
je_kozachenko,lateraloccipital,superiorfrontal,Pairwise,2.8183210978163173,,298051
si_kozachenko_k-1,lateraloccipital,superiorfrontal,Pairwise,0.12143174500139198,,298051
mi_kraskov_NN-4,lateraloccipital,superiorfrontal,Pairwise,0.03256941053437501,,298051
tlmi_kraskov_NN-4,lateraloccipital,superiorfrontal,Pairwise,0.012767856688540746,,298051
di_kozachenko,lateraloccipital,superiorfrontal,Pairwise,0.11434379118097038,,298051
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,superiorfrontal,Pairwise,0.001274132823948514,,298051
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,superiorfrontal,Pairwise,0.005583023930212816,,298051
ce_kozachenko,lateraloccipital,superiorfrontal,Pairwise,1.3887463137299894,,298051
cce_kozachenko,lateraloccipital,superiorfrontal,Pairwise,6.533985501636279,,298051
entropy_kozachenko,paracentral,paracentral,Single-process,1.3846336895800366,paracentral,298051
AIS_kraskov,paracentral,paracentral,Single-process,0.06132584147897013,paracentral,298051
